1150,44,1,1,0
1150,53,1,1,0
1150,42,1,1,0
1150,40,1,1,0
1150,42,1,1,0
1150,64,1,1,0
1150,43,1,1,0
1150,55,1,1,0
1150,42,1,1,0
1150,59,1,1,0
1150,44,1,1,0
1150,54,1,1,0
1150,81,1,1,1
1150,78,1,1,1
1150,47,1,1,0
1150,47,1,1,0
1150,45,1,1,0
1150,52,1,1,0
1150,37,1,1,0
1150,51,1,1,0
1150,41,1,1,0
1150,52,1,1,0
1150,43,1,1,0
1150,41,1,1,0
1150,44,1,1,0
1150,66,1,1,0
1150,46,1,1,0
1150,55,1,1,0
1150,75,1,1,1
1150,40,1,1,0
1150,54,1,1,0
1150,47,1,1,0
1150,44,1,1,0
1150,46,1,1,0
1150,50,1,1,0
1150,43,1,1,0
1150,49,1,1,0
1150,50,1,1,0
1150,64,1,1,0
1150,64,1,1,0
1150,57,1,1,0
1150,57,1,1,0
1150,48,1,1,0
1150,51,1,1,0
1150,55,1,1,0
1150,67,1,1,0
1150,45,1,1,0
1150,51,1,1,0
1150,49,1,1,0
1150,62,1,1,0
1050,58,1,1,0
1050,41,1,1,0
1050,54,1,1,0
1050,52,1,1,0
1050,51,1,1,0
1050,42,1,1,0
1050,45,1,1,0
1050,44,1,1,0
1050,47,1,1,0
1050,100,1,1,2
1050,42,1,1,0
1050,38,1,1,0
1050,45,1,1,0
1050,49,1,1,0
1050,45,1,1,0
1050,39,1,1,0
1050,42,1,1,0
1050,48,1,1,0
1050,47,1,1,0
1050,55,1,1,0
1050,43,1,1,0
1050,53,1,1,0
1050,81,1,1,1
1050,51,1,1,0
1050,51,1,1,0
1050,45,1,1,0
1050,59,1,1,0
1050,51,1,1,0
1050,48,1,1,0
1050,56,1,1,0
1050,49,1,1,0
1050,43,1,1,0
1050,53,1,1,0
1050,52,1,1,0
1050,47,1,1,0
1050,51,1,1,0
1050,44,1,1,0
1050,64,1,1,0
1050,52,1,1,0
1050,47,1,1,0
1050,39,1,1,0
1050,38,1,1,0
1050,41,1,1,0
1050,55,1,1,0
1050,49,1,1,0
1050,47,1,1,0
1050,43,1,1,0
1050,37,1,1,0
1050,47,1,1,0
1050,40,1,1,0
1000,55,1,1,0
1000,60,1,1,0
1000,55,1,1,0
1000,43,1,1,0
1000,55,1,1,0
1000,79,1,1,1
1000,43,1,1,0
1000,52,1,1,0
1000,40,1,1,0
1000,49,1,1,0
1000,51,1,1,0
1000,44,1,1,0
1000,43,1,1,0
1000,39,1,1,0
1000,40,1,1,0
1000,54,1,1,0
1000,58,1,1,0
1000,45,1,1,0
1000,56,1,1,0
1000,45,1,1,0
1000,42,1,1,0
1000,41,1,1,0
1000,52,1,1,0
1000,60,1,1,0
1000,41,1,1,0
1000,42,1,1,0
1000,70,1,1,0
1000,52,1,1,0
1000,46,1,1,0
1000,52,1,1,0
1000,83,1,1,1
1000,50,1,1,0
1000,90,1,1,1
1000,61,1,1,1
1000,49,1,1,0
1000,45,1,1,0
1000,43,1,1,0
1000,82,1,1,1
1000,55,1,1,0
1000,47,1,1,0
1000,61,1,1,0
1000,43,1,1,0
1000,39,1,1,0
1000,55,1,1,0
1000,43,1,1,0
1000,46,1,1,0
1000,57,1,1,0
1000,61,1,1,0
1000,54,1,1,0
1000,64,1,1,0
1850,52,1,1,0
1850,60,1,1,0
1850,46,1,1,0
1850,44,1,1,0
1850,102,1,1,1
1850,56,1,1,0
1850,56,1,1,0
1850,41,1,1,0
1850,37,1,1,0
1850,46,1,1,0
1850,55,1,1,0
1850,52,1,1,0
1850,55,1,1,0
1850,52,1,1,0
1850,81,1,1,1
1850,46,1,1,0
1850,61,1,1,0
1850,60,1,1,0
1850,59,1,1,0
1850,55,1,1,0
1850,52,1,1,0
1850,115,1,1,1
1850,52,1,1,0
1850,46,1,1,0
1850,54,1,1,0
1850,53,1,1,0
1850,49,1,1,0
1850,49,1,1,0
1850,43,1,1,0
1850,56,1,1,0
1850,75,1,1,0
1850,54,1,1,0
1850,46,1,1,0
1850,63,1,1,0
1850,47,1,1,0
1850,52,1,1,0
1850,52,1,1,0
1850,54,1,1,0
1850,55,1,1,0
1850,58,1,1,0
1850,53,1,1,0
1850,51,1,1,0
1850,43,1,1,0
1850,51,1,1,0
1850,52,1,1,0
1850,45,1,1,0
1850,48,1,1,0
1850,56,1,1,0
1850,47,1,1,0
1850,46,1,1,0
