1450,20,91,1,1,1
1450,20,110,1,1,1
1450,20,76,1,1,1
1450,20,91,1,1,1
1450,20,90,1,1,1
1450,20,99,1,1,1
1450,20,99,1,1,1
1450,20,73,1,1,1
1450,20,91,1,1,1
1450,20,90,1,1,1
1450,20,84,1,1,1
1450,20,85,1,1,1
1450,20,88,1,1,1
1450,20,88,1,1,1
1450,20,95,1,1,1
1450,20,73,1,1,1
1450,20,84,1,1,1
1450,20,94,1,1,1
1450,20,85,1,1,1
1450,20,86,1,1,1
1450,20,101,1,1,1
1450,20,76,1,1,1
1450,20,84,1,1,1
1450,20,83,1,1,1
1450,20,130,1,1,2
1450,20,96,1,1,1
1450,20,85,1,1,1
1450,20,79,1,1,1
1450,20,90,1,1,1
1450,20,78,1,1,1
1450,20,94,1,1,1
1450,20,84,1,1,1
1450,20,74,1,1,1
1450,20,87,1,1,1
1450,20,100,1,1,1
1450,20,95,1,1,1
1450,20,103,1,1,1
1450,20,102,1,1,1
1450,20,88,1,1,1
1450,20,80,1,1,1
1450,20,95,1,1,1
1450,20,109,1,1,1
1450,20,97,1,1,1
1450,20,127,1,1,2
1450,20,99,1,1,1
1450,20,91,1,1,1
1450,20,79,1,1,1
1450,20,88,1,1,1
1450,20,96,1,1,1
1450,20,73,1,1,1
