1450,20,97,1,1,1
1450,20,90,1,1,1
1450,20,87,1,1,1
1450,20,81,1,1,1
1450,20,78,1,1,1
1450,20,89,1,1,1
1450,20,73,1,1,1
1450,20,101,1,1,1
1450,20,83,1,1,1
1450,20,79,1,1,1
1450,20,75,1,1,1
1450,20,70,1,1,1
1450,20,100,1,1,1
1450,20,121,1,1,2
1450,20,74,1,1,1
1450,20,87,1,1,1
1450,20,84,1,1,1
1450,20,83,1,1,1
1450,20,92,1,1,1
1450,20,79,1,1,1
1450,20,86,1,1,1
1450,20,95,1,1,1
1450,20,70,1,1,1
1450,20,91,1,1,1
1450,20,95,1,1,1
1450,20,81,1,1,1
1450,20,84,1,1,1
1450,20,164,1,1,2
1450,20,84,1,1,1
1450,20,73,1,1,1
1450,20,84,1,1,1
1450,20,79,1,1,1
1450,20,89,1,1,1
1450,20,88,1,1,1
1450,20,82,1,1,1
1450,20,87,1,1,1
1450,20,80,1,1,1
1450,20,86,1,1,1
1450,20,98,1,1,1
1450,20,89,1,1,1
1450,20,97,1,1,1
1450,20,76,1,1,1
1450,20,106,1,1,1
1450,20,76,1,1,1
1450,20,85,1,1,1
1450,20,75,1,1,1
1450,20,106,1,1,1
1450,20,87,1,1,1
1450,20,98,1,1,1
1450,20,92,1,1,1
